order_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
99610,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0
22456,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0
63403,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0
72905,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1
76339,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1
11966,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0
98332,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
18341,0,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1
90680,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0
16606,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0
33822,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1
78966,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
65136,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0
49375,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
70239,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0
73325,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0
39660,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0
30475,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
57943,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1
96435,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1
92392,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1
28093,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1
44534,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
34954,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0
20365,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0
50550,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0
21746,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0
73096,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0
36135,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1
71241,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0
82481,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1
24664,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1
23943,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1
15711,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1
60980,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1
37753,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1
14199,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1
77898,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0
82360,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0
33561,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0
34724,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1
39261,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1
19146,1,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1
71712,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0
36217,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1
36969,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1
50859,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1
43480,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
34199,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1
97038,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1
24943,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1
38112,0,0,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1
97810,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1
70756,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
71935,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1
14645,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1
21436,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0
21863,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0
74737,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1
99303,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1
57228,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,1
66380,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1
47657,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1
44516,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1
31608,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0
45858,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0
81963,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0
47558,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,0
64364,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1
64287,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0
95591,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0
31396,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1
86967,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0
69364,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1,0
79347,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1
78102,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1
71229,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0
57099,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1
14891,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1
69375,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0
21550,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1
50417,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0
58827,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1
59583,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0
42289,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0
35400,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1
95847,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0
49461,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1
92748,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1
79555,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0
91235,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
98437,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1
41591,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1
53384,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1
14492,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0
45736,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0
32767,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1
83811,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1
91445,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0
82563,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1
14643,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0
20238,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1
56046,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0
27635,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1
52601,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0
