order_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
99610,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
22456,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
63403,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0
72905,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
76339,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
11966,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
98332,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18341,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
90680,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
16606,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
33822,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
78966,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65136,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
49375,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
70239,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
73325,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
39660,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
30475,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
57943,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96435,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
92392,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
28093,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
44534,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0
34954,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
20365,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
50550,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
21746,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
73096,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
36135,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
71241,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
82481,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
24664,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
23943,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15711,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
60980,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
37753,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14199,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
77898,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
82360,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
33561,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
34724,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
39261,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
19146,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
71712,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
36217,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36969,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50859,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
43480,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
34199,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
97038,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
24943,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38112,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
97810,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
70756,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71935,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14645,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
21436,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
21863,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
74737,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
99303,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57228,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0
66380,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
47657,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
44516,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
31608,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
45858,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
81963,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
47558,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
64364,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
64287,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95591,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
31396,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
86967,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
69364,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79347,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
78102,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
71229,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57099,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69375,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21550,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
50417,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58827,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
59583,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
42289,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35400,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
95847,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
49461,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
92748,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
79555,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
91235,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
98437,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
41591,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
53384,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
14492,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45736,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32767,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
83811,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
91445,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
82563,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14643,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
20238,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
56046,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
27635,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
52601,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37607,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
99821,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
99035,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
15641,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
55408,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98365,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
24085,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
68711,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13233,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20942,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12913,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0
72746,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
73338,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40417,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
23393,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
76256,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
63652,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50279,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
39366,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
64996,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
44938,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
29794,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
42051,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
62922,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
48984,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
73476,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
66891,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
61398,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25463,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
38021,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
72795,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
70969,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
84203,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
43101,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
96294,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
38863,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
58060,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
36871,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
86096,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
94493,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
81021,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
95874,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
60265,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45412,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33313,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11956,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
60793,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22725,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21930,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
